,Date,Susceptible,Infected,Recovered
0,21-06-2019,100000.0,0.0,0.0
1,22-06-2019,99000.0,1000.0,0.0
2,23-06-2019,98953.0,1047.0,0.0
3,24-06-2019,98904.0,1096.0,0.0
4,25-06-2019,98852.0,1148.0,0.0
5,26-06-2019,98798.0,1202.0,0.0
6,27-06-2019,98742.0,1258.0,0.0
7,28-06-2019,98682.0,1318.0,0.0
8,29-06-2019,98620.0,1380.0,0.0
9,30-06-2019,98555.0,1445.0,0.0
10,01-07-2019,98487.0,1513.0,0.0
11,02-07-2019,98416.0,1584.0,0.0
12,03-07-2019,98341.0,1659.0,0.0
13,04-07-2019,98263.0,1737.0,0.0
14,05-07-2019,98181.0,1819.0,0.0
15,06-07-2019,98095.0,1905.0,0.0
16,07-07-2019,98005.0,1995.0,0.0
17,08-07-2019,97911.0,2089.0,0.0
18,09-07-2019,97813.0,2187.0,0.0
19,10-07-2019,97710.0,2290.0,0.0
20,11-07-2019,97602.0,2398.0,0.0
21,12-07-2019,97489.0,2511.0,0.0
22,13-07-2019,97370.0,2630.0,0.0
23,14-07-2019,97246.0,2754.0,0.0
24,15-07-2019,97116.0,2884.0,0.0
25,16-07-2019,96981.0,3019.0,0.0
26,17-07-2019,96838.0,3162.0,0.0
27,18-07-2019,96689.0,3311.0,0.0
28,19-07-2019,96533.0,3467.0,0.0
29,20-07-2019,96370.0,3630.0,0.0
30,21-07-2019,96199.0,3801.0,0.0
31,22-07-2019,96019.0,3981.0,0.0
32,23-07-2019,95832.0,4168.0,0.0
33,24-07-2019,95635.0,4365.0,0.0
34,25-07-2019,95430.0,4570.0,0.0
35,26-07-2019,95214.0,4786.0,0.0
36,27-07-2019,94989.0,5011.0,0.0
37,28-07-2019,94752.0,5248.0,0.0
38,29-07-2019,94505.0,5495.0,0.0
39,30-07-2019,94246.0,5754.0,0.0
40,31-07-2019,93975.0,6025.0,0.0
41,01-08-2019,93691.0,6309.0,0.0
42,02-08-2019,93394.0,6606.0,0.0
43,03-08-2019,93082.0,6918.0,0.0
44,04-08-2019,92756.0,7244.0,0.0
45,05-08-2019,92415.0,7585.0,0.0
46,06-08-2019,92057.0,7943.0,0.0
47,07-08-2019,91683.0,8317.0,0.0
48,08-08-2019,91291.0,8709.0,0.0
49,09-08-2019,90880.0,9120.0,0.0
50,10-08-2019,90451.0,9549.0,0.0
51,11-08-2019,90000.0,10000.0,0.0
52,12-08-2019,89529.0,10471.0,0.0
53,13-08-2019,89036.0,10964.0,0.0
54,14-08-2019,88519.0,11481.0,0.0
55,15-08-2019,87978.0,12022.0,0.0
56,16-08-2019,87411.0,12589.0,0.0
57,17-08-2019,86818.0,13182.0,0.0
58,18-08-2019,86197.0,13803.0,0.0
59,19-08-2019,85546.0,14454.0,0.0
60,20-08-2019,84865.0,15135.0,0.0
61,21-08-2019,84152.0,15848.0,0.0
62,22-08-2019,83405.0,16595.0,0.0
63,23-08-2019,82622.0,17378.0,0.0
64,24-08-2019,81803.0,18197.0,0.0
65,25-08-2019,80946.0,19054.0,0.0
66,26-08-2019,80048.0,19952.0,0.0
67,27-08-2019,79108.0,20892.0,0.0
68,28-08-2019,78123.0,21877.0,0.0
69,29-08-2019,77092.0,22908.0,0.0
70,30-08-2019,76012.0,23988.0,0.0
71,31-08-2019,74882.0,25118.0,0.0
72,01-09-2019,73698.0,26302.0,0.0
73,02-09-2019,72458.0,27542.0,0.0
74,03-09-2019,71160.0,28840.0,0.0
75,04-09-2019,69801.0,30199.0,0.0
76,05-09-2019,68378.0,31622.0,0.0
77,06-09-2019,66887.0,33113.0,0.0
78,07-09-2019,65327.0,34673.0,0.0
79,08-09-2019,63693.0,36307.0,0.0
80,09-09-2019,61982.0,38018.0,0.0
81,10-09-2019,60190.0,39810.0,0.0
82,11-09-2019,58314.0,41686.0,0.0
83,12-09-2019,56349.0,43651.0,0.0
84,13-09-2019,54292.0,45708.0,0.0
85,14-09-2019,52137.0,47863.0,0.0
86,15-09-2019,49882.0,50118.0,0.0
87,16-09-2019,47520.0,52480.0,0.0
88,17-09-2019,45046.0,54954.0,0.0
89,18-09-2019,42457.0,57543.0,0.0
90,19-09-2019,39745.0,60255.0,0.0
91,20-09-2019,36905.0,63095.0,0.0
92,21-09-2019,33931.0,66069.0,0.0
93,22-09-2019,30817.0,69183.0,0.0
94,23-09-2019,27557.0,72443.0,0.0
95,24-09-2019,24143.0,75857.0,0.0
96,25-09-2019,20568.0,79432.0,0.0
97,26-09-2019,16824.0,83176.0,0.0
98,27-09-2019,15000.0,85000.0,0.0
99,28-09-2019,15000.0,85000.0,0.0
100,29-09-2019,15000.0,85000.0,0.0
101,30-09-2019,15000.0,85000.0,0.0
102,01-10-2019,15000.0,85000.0,0.0
103,02-10-2019,15000.0,85000.0,0.0
104,03-10-2019,15000.0,83176.0,1824.0
105,04-10-2019,15000.0,79432.0,5568.0
106,05-10-2019,15000.0,75857.0,9143.0
107,06-10-2019,15000.0,72443.0,12557.0
108,07-10-2019,15000.0,69183.0,15817.0
109,08-10-2019,15000.0,66069.0,18931.0
110,09-10-2019,15000.0,63095.0,21905.0
111,10-10-2019,15000.0,60255.0,24745.0
112,11-10-2019,15000.0,57543.0,27457.0
113,12-10-2019,15000.0,54954.0,30046.0
114,13-10-2019,15000.0,52480.0,32520.0
115,14-10-2019,15000.0,50118.0,34882.0
116,15-10-2019,15000.0,47863.0,37137.0
117,16-10-2019,15000.0,45708.0,39292.0
118,17-10-2019,15000.0,43651.0,41349.0
119,18-10-2019,15000.0,41686.0,43314.0
120,19-10-2019,15000.0,39810.0,45190.0
121,20-10-2019,15000.0,38018.0,46982.0
122,21-10-2019,15000.0,36307.0,48693.0
123,22-10-2019,15000.0,34673.0,50327.0
124,23-10-2019,15000.0,33113.0,51887.0
125,24-10-2019,15000.0,31622.0,53378.0
126,25-10-2019,15000.0,30199.0,54801.0
127,26-10-2019,15000.0,28840.0,56160.0
128,27-10-2019,15000.0,27542.0,57458.0
129,28-10-2019,15000.0,26302.0,58698.0
130,29-10-2019,15000.0,25118.0,59882.0
131,30-10-2019,15000.0,23988.0,61012.0
132,31-10-2019,15000.0,22908.0,62092.0
133,01-11-2019,15000.0,21877.0,63123.0
134,02-11-2019,15000.0,20892.0,64108.0
135,03-11-2019,15000.0,19952.0,65048.0
136,04-11-2019,15000.0,19054.0,65946.0
137,05-11-2019,15000.0,18197.0,66803.0
138,06-11-2019,15000.0,17378.0,67622.0
139,07-11-2019,15000.0,16595.0,68405.0
140,08-11-2019,15000.0,15848.0,69152.0
141,09-11-2019,15000.0,15135.0,69865.0
142,10-11-2019,15000.0,14454.0,70546.0
143,11-11-2019,15000.0,13803.0,71197.0
144,12-11-2019,15000.0,13182.0,71818.0
145,13-11-2019,15000.0,12589.0,72411.0
146,14-11-2019,15000.0,12022.0,72978.0
147,15-11-2019,15000.0,11481.0,73519.0
148,16-11-2019,15000.0,10964.0,74036.0
149,17-11-2019,15000.0,10471.0,74529.0
150,18-11-2019,15000.0,10000.0,75000.0
151,19-11-2019,15000.0,9549.0,75451.0
152,20-11-2019,15000.0,9120.0,75880.0
153,21-11-2019,15000.0,8709.0,76291.0
154,22-11-2019,15000.0,8317.0,76683.0
155,23-11-2019,15000.0,7943.0,77057.0
156,24-11-2019,15000.0,7585.0,77415.0
157,25-11-2019,15000.0,7244.0,77756.0
158,26-11-2019,15000.0,6918.0,78082.0
159,27-11-2019,15000.0,6606.0,78394.0
160,28-11-2019,15000.0,6309.0,78691.0
161,29-11-2019,15000.0,6025.0,78975.0
162,30-11-2019,15000.0,5754.0,79246.0
163,01-12-2019,15000.0,5495.0,79505.0
164,02-12-2019,15000.0,5248.0,79752.0
165,03-12-2019,15000.0,5011.0,79989.0
166,04-12-2019,15000.0,4786.0,80214.0
167,05-12-2019,15000.0,4570.0,80430.0
168,06-12-2019,15000.0,4365.0,80635.0
169,07-12-2019,15000.0,4168.0,80832.0
170,08-12-2019,15000.0,3981.0,81019.0
171,09-12-2019,15000.0,3801.0,81199.0
172,10-12-2019,15000.0,3630.0,81370.0
173,11-12-2019,15000.0,3467.0,81533.0
174,12-12-2019,15000.0,3311.0,81689.0
175,13-12-2019,15000.0,3162.0,81838.0
176,14-12-2019,15000.0,3019.0,81981.0
177,15-12-2019,15000.0,2884.0,82116.0
178,16-12-2019,15000.0,2754.0,82246.0
179,17-12-2019,15000.0,2630.0,82370.0
180,18-12-2019,15000.0,2511.0,82489.0
181,19-12-2019,15000.0,2398.0,82602.0
182,20-12-2019,15000.0,2290.0,82710.0
183,21-12-2019,15000.0,2187.0,82813.0
184,22-12-2019,15000.0,2089.0,82911.0
185,23-12-2019,15000.0,1995.0,83005.0
186,24-12-2019,15000.0,1905.0,83095.0
187,25-12-2019,15000.0,1819.0,83181.0
188,26-12-2019,15000.0,1737.0,83263.0
189,27-12-2019,15000.0,1659.0,83341.0
190,28-12-2019,15000.0,1584.0,83416.0
191,29-12-2019,15000.0,1513.0,83487.0
192,30-12-2019,15000.0,1445.0,83555.0
193,31-12-2019,15000.0,1380.0,83620.0
194,01-01-2020,15000.0,1318.0,83682.0
195,02-01-2020,15000.0,1258.0,83742.0
196,03-01-2020,15000.0,1202.0,83798.0
197,04-01-2020,15000.0,1148.0,83852.0
198,05-01-2020,15000.0,1096.0,83904.0
199,06-01-2020,15000.0,1047.0,83953.0
